approved?,country,Email,list_platforms,list_tags,Name,phone,photo,score,timezone_name,developerID
yes,South Africa,tempus.eu@icloud.com,"Salesforce , Front-end development , Microsoft Teams , Bootstrap , Adobe XD","International Trade and Development , Wireless , Museums and Institutions , Computer Networking , Medical Practice",Anastasia Lynn,(947) 574-8111,https://randomuser.me/api/portraits/men/43.jpg,5,Africa/Johannesburg,QNLC5Vb1
no,Ukraine,risus.at@icloud.com,"English , Google Sheets , Shopify , Bubble , Stripe , HTML , Adobe Illustrator","Import and Export , Primary/Secondary Education , Farming , Telecommunications , Recreational Facilities and Services",Chandler Hyde,(480) 884-4959,https://randomuser.me/api/portraits/women/29.jpg,5,Europe/Simferopol,i3pYWEGH
yes,Philippines,nibh.donec.est@google.net,"English , Adobe After Effects , Figma , Personality , UX/UI Design","Utilities , Newspapers , Capital Markets , Biotechnology , Legal Services",Haley Singleton,(643) 766-3256,https://randomuser.me/api/portraits/women/94.jpg,8,Asia/Manila,veC9sVwG
yes,South Africa,ut@outlook.com,"Google Sheets , Microsoft PowerApps , MySQL , SQL , English , Mailchimp , Product management , MySQL Google Sheets , Google Analytics , Airtable","Management Consulting , Import and Export , Broadcast Media , Capital Markets , Outsourcing/Offshoring",Tiger Marsh,(752) 473-8434,https://randomuser.me/api/portraits/men/13.jpg,7,Africa/Johannesburg,uqQbp8Du
yes,Singapore,morbi.accumsan.laoreet@aol.org,"Adalo , English , Project Management","Venture Capital & Private Equity , Renewables & Environment , Primary/Secondary Education , Public Relations and Communications , Biotechnology",Sebastian Green,1-749-651-8744,https://randomuser.me/api/portraits/women/88.jpg,1,Asia/Singapore,m0y5jB8A
yes,Indonesia,gravida.sit@protonmail.net,"Wix , Custom Code , Elementor Pro (plugin for WordPress) , WooCommerce , Adalo","Renewables & Environment , Transportation/Trucking/Railroad , Sporting Goods , Chemicals , Accounting",Gay Armstrong,1-475-634-7122,https://randomuser.me/api/portraits/men/55.jpg,7,Asia/Jakarta,XFCZCTB0
yes,South Korea,augue.ut@aol.com,"English , Figma , Flutter","Medical Practice , Import and Export , Supermarkets , Museums and Institutions , Transportation/Trucking/Railroad",Brady Browning,(381) 117-5687,https://randomuser.me/api/portraits/men/31.jpg,10,,fLXWKftE
yes,Mexico,mollis@aol.net,"Glide , English , Softr","Newspapers , Venture Capital & Private Equity , Wellness and Fitness , Paper & Forest Products , Tobacco",Kato French,1-670-237-0347,https://randomuser.me/api/portraits/women/65.jpg,9,America/Merida,c6ELGoub
yes,China,nulla.tincidunt.neque@protonmail.org,"English , Wordpress , ChatBot , Bubble , Stripe , Notion","Market Research , Chemicals , Legal Services , Health , Outsourcing/Offshoring",Mollie Moon,(635) 727-0763,https://randomuser.me/api/portraits/men/34.jpg,7,Asia/Shanghai,8NouCJ4F
yes,United States,tristique.senectus@aol.ca,"English , Airtable , Zapier , Softr , Adalo , Bubble","Translation and Localization , Outsourcing/Offshoring , Logistics and Supply Chain , Broadcast Media , Legal Services",Stephanie Reid,(829) 667-4524,https://randomuser.me/api/portraits/women/4.jpg,6,America/Indiana/Knox,b4O2p9c8
no,Chile,sociis.natoque.penatibus@hotmail.com,"Google Sheets , English , Shopify","Farming , Legislative Office , Photography , Broadcast Media , Telecommunications",Keaton Reilly,(758) 672-9464,https://randomuser.me/api/portraits/men/47.jpg,7,America/Punta_Arenas,LCO8SxbY
yes,China,id@google.edu,"Wordpress , MySQL Google Sheets , JavaScript","Health , Computer Networking , Accounting , Logistics and Supply Chain , Biotechnology",Bruce Hale,1-817-248-0169,https://randomuser.me/api/portraits/women/2.jpg,5,Asia/Shanghai,yJGKoHf4
yes,Germany,arcu.vestibulum@google.ca,"IoT , jQuery , Trello","Medical Practice , Recreational Facilities and Services , Legislative Office , Translation and Localization , Import and Export",Upton Goodman,1-451-658-1421,https://randomuser.me/api/portraits/men/8.jpg,8,Europe/Berlin,4C6m0saR
no,Peru,nisi.mauris.nulla@aol.net,"English , JavaScript , Salesforce","Translation and Localization , Museums and Institutions , Supermarkets , Health , Political Organization",Ciara Schultz,1-382-132-5135,https://randomuser.me/api/portraits/women/87.jpg,2,America/Lima,8KmVDX37
yes,South Africa,torquent.per@protonmail.org,"Google Sheets , English , Figma , Webflow , Project Management , Wordpress , WLNC Regulations , UX/UI Design","Political Organization , International Trade and Development , Tobacco , Transportation/Trucking/Railroad , Venture Capital & Private Equity",Lars Fernandez,1-756-956-8640,https://randomuser.me/api/portraits/men/33.jpg,9,Africa/Johannesburg,1CNl1hvY
no,Ukraine,rhoncus@yahoo.com,"Google Sheets , English , Figma , Webflow , Project Management , Wordpress , WLNC Regulations , UX/UI Design","Primary/Secondary Education , Farming , Health , Paper & Forest Products , Wireless",Harlan Hoover,(410) 146-8380,https://randomuser.me/api/portraits/men/44.jpg,5,Europe/Kyiv,vRX5HEAA
yes,Canada,nascetur.ridiculus.mus@protonmail.net,"Shopify , WooCommerce , MySQL Google Sheets , Postman , Adobe Photoshop","Health , Photography , Broadcast Media , Electrical/Electronic Manufacturing , Telecommunications",Halla Preston,1-260-542-1188,https://randomuser.me/api/portraits/men/70.jpg,4,America/Glace_Bay,e3Y12La7
yes,Turkey,dictum.placerat@yahoo.org,"UX/UI Design , API , AppGyver , Mailchimp , Figma","Chemicals , Gambling & Casinos , Utilities , Luxury Goods & Jewelry , Medical Practice",Palmer Mullins,(746) 965-7829,https://randomuser.me/api/portraits/women/15.jpg,2,Europe/Istanbul,pSRiHrgK
yes,Singapore,dolor.quisque@google.net,"Figma , English , Personality , UX/UI Design","Farming , Textiles , Political Organization , Research , Utilities",Kameko Cruz,1-453-182-2195,https://randomuser.me/api/portraits/men/71.jpg,8,Asia/Singapore,G0IowAup
yes,Vietnam,nam.interdum@protonmail.net,"English , Bubble , Make (ex. Integromat) , Webflow","Mental Health Care , Textiles , Legal Services , Political Organization , Legislative Office",Lee Dale,(404) 315-5806,https://randomuser.me/api/portraits/women/15.jpg,4,,YXiFSw0l
no,Ireland,eros.proin@aol.couk,"Flutter , English , Zoho Creator , My Salesforce , Custom Code , Tableau , WooCommerce","Wellness and Fitness , Warehousing , Public Relations and Communications , Chemicals , Biotechnology",Lee Sellers,(439) 171-7670,https://randomuser.me/api/portraits/women/31.jpg,7,Europe/Dublin,0sr50GcJ
yes,Vietnam,mauris.magna@protonmail.net,"English , Figma , ChatBot , Webflow , Selenium , Project Management , WooCommerce","Wholesale , Warehousing , Telecommunications , Farming , Paper & Forest Products",Adrian Beck,(411) 592-2626,https://randomuser.me/api/portraits/women/15.jpg,1,,oNTaE1Yc
no,China,lectus.ante.dictum@yahoo.couk,"Jira , TestRail , Slack , English","Biotechnology , Human Resources , Farming , Restaurants , Computer Networking",Denton Le,(439) 490-5068,https://randomuser.me/api/portraits/women/94.jpg,6,Asia/Urumqi,coS5jILI
yes,Ukraine,proin.sed@protonmail.net,"English , Wordpress , API Connector , Selenium , Divi (WordPress plugin) , Adobe Photoshop , Bubble","Law Practice , Logistics and Supply Chain , Import and Export , Management Consulting , Wholesale",Dante Hurley,1-387-252-7269,https://randomuser.me/api/portraits/women/74.jpg,8,Europe/Simferopol,DoHdUT9L
no,United Kingdom,id@outlook.edu,"Canva , ConvertKit , Google Forms , Calendly , Gmail , Zoom , Trello , English , Google Sheets","Luxury Goods & Jewelry , Accounting , Legislative Office , Translation and Localization , Management Consulting",Florence Lyons,1-250-646-7236,https://randomuser.me/api/portraits/men/39.jpg,0,Europe/London,7PnIuPRg
no,Netherlands,magna.malesuada@outlook.org,"Bubble , Canvas , English , API Connector , API","Music , Medical Practice , Telecommunications , Transportation/Trucking/Railroad , Computer Networking",Hoyt Robertson,(477) 137-5841,https://randomuser.me/api/portraits/men/60.jpg,3,Europe/Amsterdam,8k0gTH1q
no,Netherlands,aliquam@aol.edu,"Salesforce , English , HTML , UX/UI Design , Mailchimp , Wordpress","Health , Music , Public Relations and Communications , Medical Practice , Human Resources",Julian Benjamin,(884) 250-7742,https://randomuser.me/api/portraits/men/1.jpg,9,Europe/Amsterdam,TnNjPNMq
yes,Brazil,curae.donec@icloud.org,"Webflow , English , Airtable , Canva , Adobe Photoshop  , Divi (WordPress plugin)","Supermarkets , Logistics and Supply Chain , Primary/Secondary Education , Recreational Facilities and Services , Newspapers",Candice Mayer,(225) 244-2404,https://randomuser.me/api/portraits/men/23.jpg,5,America/Fortaleza,VbgNPVRe
yes,Philippines,purus.sapien@yahoo.couk,"Wordpress , Salesforce , MySQL Google Sheets , Zoho Creator , Divi (WordPress plugin) , UserTesting","Electrical/Electronic Manufacturing , Broadcast Media , Venture Capital & Private Equity , International Trade and Development , Paper & Forest Products",Bruce Knapp,1-349-446-5727,https://randomuser.me/api/portraits/men/30.jpg,3,Asia/Manila,RZlLx2kU
yes,Austria,gravida.non.sollicitudin@hotmail.edu,"English , Flutter , Canva , Adobe Illustrator , Adobe XD , QA , API","Supermarkets , Music , Tobacco , Management Consulting , Import and Export",Julie Leonard,1-637-212-1585,https://randomuser.me/api/portraits/men/73.jpg,8,Europe/Vienna,oKbgcALS
no,Russian Federation,vel@google.couk,"English , Wordpress , Communication , Thunkable","Farming , Legal Services , Mental Health Care , Import and Export , Utilities",Arthur Hayes,1-728-471-9548,https://randomuser.me/api/portraits/women/75.jpg,8,Asia/Khandyga,6mp6H8TV
yes,Chile,ipsum.non@google.com,"(deleted thing) , Google Analytics , English , Google Sheets","Law Practice , Import and Export , Medical Practice , Renewables & Environment , Market Research",Mercedes Mcgowan,(285) 954-3376,https://randomuser.me/api/portraits/men/39.jpg,7,Pacific/Easter,dVaeU8V8
no,Sweden,nunc.lectus.pede@yahoo.ca,"Wordpress , Figma , UX/UI Design , English","Legal Services , Wellness and Fitness , Biotechnology , Photography , Utilities",Brenda Buckner,(928) 517-5578,https://randomuser.me/api/portraits/men/33.jpg,3,Europe/Stockholm,Flce7rej
yes,Philippines,eu@aol.couk,"English , MySQL Google Sheets , Elementor (plugin for Wordpress) , Shopify , Stripe , Xano","Transportation/Trucking/Railroad , Primary/Secondary Education , Outsourcing/Offshoring , Alternative Medicine , Capital Markets",Jameson Noble,(472) 132-2906,https://randomuser.me/api/portraits/women/0.jpg,2,Asia/Manila,qRygMrHK
yes,Australia,proin.nisl.sem@outlook.net,"English , Webflow , Copywriting , Notion","Wireless , Electrical/Electronic Manufacturing , Tobacco , Biotechnology , Utilities",Arden Warner,1-732-640-4617,https://randomuser.me/api/portraits/women/44.jpg,9,Australia/Darwin,Era3jKEl
no,Poland,mi.tempor@google.com,"Adalo , Zapier , Divi (WordPress plugin) , FlutterFlow , Glide , API Connector , API","Wellness and Fitness , Mental Health Care , Warehousing , Market Research , Program Development",Lana Santos,(235) 704-9429,https://randomuser.me/api/portraits/men/83.jpg,5,Europe/Warsaw,EXSCpWqO
yes,Brazil,nonummy@outlook.edu,"UX/UI Design , Airtable , Elementor (plugin for Wordpress) , Salesforce , QA , Java","Restaurants , Wireless , Broadcast Media , Newspapers , Research",Herman Rollins,(542) 872-1330,https://randomuser.me/api/portraits/women/68.jpg,5,America/Porto_Velho,nWdlaktk
no,Costa Rica,suspendisse.aliquet@outlook.net,"Webflow , English , Figma","Broadcast Media , Electrical/Electronic Manufacturing , Warehousing , Recreational Facilities and Services , Museums and Institutions",Malik Mathis,(893) 793-4675,https://randomuser.me/api/portraits/men/76.jpg,6,America/Costa_Rica,uNFjBbcD
no,Ukraine,dictum.eu@yahoo.com,"Copywriting , Don't know yet , Squarespace , Project Management , API Connector , Glide","Sporting Goods , Luxury Goods & Jewelry , Import and Export , Public Relations and Communications , Mental Health Care",Martina Wallace,1-510-478-8777,https://randomuser.me/api/portraits/women/4.jpg,2,Europe/Simferopol,OVudBYeJ
yes,Chile,vitae.velit@aol.ca,"English , Wordpress , Bubble , Adobe Illustrator , AppGyver , WooCommerce , Shopify","Health , Gambling & Casinos , Electrical/Electronic Manufacturing , Market Research , Broadcast Media",Kibo Ferrell,(482) 788-2696,https://randomuser.me/api/portraits/men/68.jpg,10,Pacific/Easter,FA7od7eS
no,Colombia,feugiat.non@outlook.couk,"AWS , Microsoft Azure Machine Learning , English","Translation and Localization , Management Consulting , Chemicals , Wireless , Legal Services",Brendan Guerrero,(291) 661-2517,https://randomuser.me/api/portraits/men/30.jpg,3,America/Bogota,jRucyKiu
no,Italy,cursus.purus@outlook.couk,"English , Figma , Project Management , Google Sheets","Luxury Goods & Jewelry , Transportation/Trucking/Railroad , Wireless , Tobacco , Sporting Goods",Lewis Stuart,(234) 883-2131,https://randomuser.me/api/portraits/women/41.jpg,0,Europe/Rome,M2mSPCkS
yes,Ireland,vel.turpis@hotmail.org,"MySQL Google Sheets , English , Google Analytics , Airtable , Project Management , Communication , API , Figma","Logistics and Supply Chain , Gambling & Casinos , Restaurants , Medical Practice , Farming",Mari Jacobson,1-355-390-8829,https://randomuser.me/api/portraits/men/38.jpg,2,Europe/Dublin,tdhsWMEF
no,Mexico,auctor.velit@outlook.edu,"English , Figma , Don't know yet , WooCommerce  , Microsoft Teams","Computer Networking , Gambling & Casinos , Transportation/Trucking/Railroad , Photography , Wellness and Fitness",Hedley Carver,(248) 152-8836,https://randomuser.me/api/portraits/men/85.jpg,9,America/Cancun,aS1iEAfI
yes,Austria,at.risus@hotmail.couk,"UX/UI Design , English , Figma","Paper & Forest Products , Museums and Institutions , Wholesale , Venture Capital & Private Equity , Wellness and Fitness",Nell Contreras,(286) 645-3206,https://randomuser.me/api/portraits/men/59.jpg,5,Europe/Vienna,DzkKaBr3
no,United States,donec@icloud.edu,"English , Microsoft Teams , Project Management , PHP , Postman , Custom Code","Utilities , Sporting Goods , Translation and Localization , Music , Outsourcing/Offshoring",Petra Lester,(774) 386-2458,https://randomuser.me/api/portraits/women/56.jpg,6,America/Detroit,MeDAQbhF
no,Germany,tristique.aliquet@google.couk,"Wordpress , Adalo , My Salesforce , HTML , UX/UI Design , Glide , English , Bubble","Landing Page , Venture Capital & Private Equity , Wholesale , Electrical/Electronic Manufacturing , Transportation/Trucking/Railroad , Farming",Quinlan Foreman,(873) 533-5713,https://randomuser.me/api/portraits/women/61.jpg,0,Europe/Busingen,tMDW7m5v
